SSID,R-squared,MAPE,MdAPE,Row_Count,JPID_Count
23312101,0.146250953935,45.5531157008,46.3190081773,1929,2
27722768,0.192073885262,36.3448965065,29.5147803007,528,1
40524054,0.122705666795,34.4020299679,40.3213850913,695,3
47936068,0.0714322515207,24.7204218409,24.0554609853,3223,8
14891490,0.0425875356091,36.8648439941,27.8483166967,2803,1
62296366,0.11251908546,28.5156085331,15.5006022178,2508,2
25426128,0.149319560569,16.3122930295,14.6410620195,833,2
13131055,0.195344694614,34.0727671719,28.5696864626,2390,9
19841985,0.29668685526,41.3438272171,33.5078059541,4943,16
16251626,0.0863031630705,30.2122916503,27.3784508962,12074,14
32693270,0.000693239079186,41.7559380729,26.9512562917,25,1
13580326,0.0594269564517,45.4525800618,38.3522813822,2156,2
45627386,0.227670613251,25.8235789128,19.4695398748,4123,2
36563653,0.057105266254,43.0006059082,45.9385413821,2460,2
75055071,0.718128476986,13.2655658199,13.3270069664,1328,3
39606156,0.166843105443,17.0870608663,14.853177291,183,2
01310164,0.15424816734,20.4843638573,17.4305536736,3089,1
43084253,0.142594970273,29.5978680992,27.1615815532,97,1
04530454,0.160824518468,32.8448923516,27.9373826731,1017,2
23912392,0.156252841421,35.4643053553,34.4445251384,4474,2
17921793,0.180668518522,43.4015248643,45.3921629747,1116,1
35403541,0.0877530725071,19.1376658054,13.1856758528,1516,4
02454474,0.149566343901,29.0518535069,27.4641829741,566,1
16031604,0.072055512338,17.8792911693,6.98903333886,874,4
06880689,0.204948198115,30.2960712921,34.8354648374,473,4
32703271,-0.000692819481207,18.9461452514,12.5853164557,10,1
18411845,0.245286457207,14.7082087085,12.539901116,743,3
33707168,0.137541326225,34.4252122014,38.5780009086,2686,2
62730136,0.108929018772,34.3232065584,40.3564753551,2909,4
45970255,0.139794080813,21.4982345148,16.4307506829,567,1
07610762,0.0399529588011,36.2107869692,27.8112580683,8791,23
04650466,0.203059028711,35.6521613279,37.3162143393,1072,4
47050475,0.184105673692,33.8618706036,36.3694735012,6072,8
25222524,0.0900186190829,23.0284467697,17.243371755,2597,5
19391940,0.0944433767659,32.3530381958,29.6962069585,10750,9
07060567,0.1101643208,16.9523696824,13.2806449103,247,1
37493750,0.125591356649,40.6621042382,31.1039849909,1324,7
41424143,0.142889830357,29.5578052884,21.2462015203,1269,3
70274538,0.154253739807,14.5219693971,12.6337617212,2555,2
25672568,0.0680380714785,21.0884213618,16.7017602621,3349,2
16307347,0.0382553484353,30.5209590014,25.3917882172,3457,1
30283029,0.384827035054,47.4884365448,32.9085219508,1665,2
06920694,-0.00049811297638,53.7069679849,46.4162601626,6,1
25942595,0.133925192294,22.8231885386,16.2498437857,2072,4
42714273,0.0963073004043,33.0903720317,40.8885748077,736,2
27202280,0.106501768768,22.3261715553,12.1611657738,530,1
50823639,0.219798093533,35.6060273697,33.7154849578,1516,1
73654210,0.139397811754,9.22965126183,6.90877894905,205,2
41104111,0.0977894670328,19.2423545432,11.9704274619,153,5
18202468,0.19644241352,24.1244009149,20.3385817099,755,3
38493850,0.150446993606,24.9134970646,14.5643012965,479,6
15521553,0.192005888971,20.0663254104,13.9642601643,273,2
41792993,0.15971089161,21.9168485629,21.0119052393,3731,2
02170218,0.150315956957,35.4697366641,29.8620359555,3882,3
72043738,0.829167306112,20.4560562628,21.4731451654,52,3
02810006,0.150065160269,26.2074319739,20.1352340317,2663,1
01960197,0.0594720506455,36.5443354311,33.4579556048,10564,8
61107020,0.110300508435,19.6549573772,16.4891646495,2821,1
45211283,0.247118738061,25.4643717402,19.4858596353,1460,4
30032522,0.139228795467,19.1171789502,17.2194754416,1733,1
07652007,0.131518545224,20.3246223341,17.2271343859,312,2
17471748,0.109404215627,36.1059729424,29.5073898165,3305,2
31063107,0.0585662689198,37.4380484857,45.5962417941,660,1
42514252,0.101475513311,25.0906788441,15.5155154673,776,3
28337375,0.118516326389,32.2076852697,37.3364771598,700,1
34353453,0.0804395506349,18.3482814444,8.85079154307,875,2
06690670,0.224078217339,34.3296672717,29.5440689292,14759,14
11961197,0.101161317576,34.3445425379,31.4365887689,14144,14
05570558,0.114049890111,41.7266518507,40.150602855,993,5
08240825,0.116500544652,24.5164819022,15.3622724805,2521,2
28952896,0.151167557961,26.9949326426,17.5078075822,1553,3
15941596,0.157815877055,22.1200081545,21.7390354108,422,4
70164619,0.0898388219355,17.6374490157,12.9340015467,1456,2
09470948,0.0403134265641,32.354618061,32.5440840933,2588,5
08050806,0.0237821820073,28.3792060628,15.128777194,5054,3
28822883,0.105867794688,34.9722409215,39.7602912197,1421,4
21662167,0.123852089877,25.3397038083,25.5068245814,844,4
37253726,0.0651856996902,21.6305472167,15.3902044249,1033,2
09120913,0.155736324344,26.5418896379,25.626712611,896,1
50715072,0.148340253063,20.2760227455,7.98316412975,2593,4
18141852,0.145093414816,22.1610108643,21.3383176372,1950,3
30343036,0.153095653831,21.0350380422,17.1488703867,2492,6
13101311,0.132047620001,32.3862558162,25.9455843747,2127,9
17151477,0.290862973958,26.8454754098,23.7957571357,9258,6
72887286,0.117559338859,111.488961306,118.573260577,250,1
05460910,0.218714214553,32.7442525458,27.2092692866,874,1
47503006,0.15118583158,23.5000613515,15.8832685982,1017,1
13351336,0.0536289001249,35.9065113417,28.9756239153,4551,6
00710072,0.0750829322009,27.5453216791,19.0170460137,2537,2
05260527,0.190314461722,23.8780439762,17.0398557993,5379,9
00270028,0.0595654120088,31.5947490944,24.4818247897,8606,11
37933794,0.059152872652,30.6739253752,21.094919475,1214,6
71937049,0.0963873784882,24.1692441217,22.9679548912,512,7
08090810,0.106159074949,33.6606738445,33.649006606,4766,2
25324877,0.139720305288,23.0479288431,19.3690943139,2764,2
05720573,0.124697208048,34.1439449366,38.2297391329,1747,3
38373840,0.108482998451,22.9456241062,18.2454600338,78,3
30503051,0.182025699516,26.6319669042,24.38286788,1232,6
03191443,0.393897004629,23.1872498904,18.2092347291,3106,4
45211935,0.205200768728,24.2123980918,16.442055804,7225,9
71343867,0.18165693008,26.196867615,24.5111954378,221,2
00890027,0.276268707247,28.5250008501,25.4050474142,2982,8
23802382,0.0798705945798,37.5018321211,34.0967161635,6199,7
45014935,0.0644498640136,27.8570995482,24.9855183199,2179,2
04300431,0.252693661142,37.2188226854,42.9908111272,968,2
08763011,0.122194274563,21.8758747576,18.9240954425,1333,4
22572258,0.188912207756,26.4543123589,20.8835722964,595,1
31623163,0.214076189828,36.1171004169,33.5977376962,3650,6
62456013,0.0930215534335,28.6132900189,17.9933799969,100,1
18781879,0.0842566946522,23.3656011123,22.5944798634,6024,5
43154316,0.163838635513,30.0218368759,21.9179280488,121,2
24162417,0.180251416321,27.4144003482,21.1253541497,3021,1
15471548,0.0643494657795,32.1745869695,24.2847424773,1306,2
18701871,0.20500522772,37.4984604757,35.2679110729,6056,5
37283729,0.0802389283845,22.7753906754,14.1060780287,155,1
36083609,0.146994362238,21.7283180358,17.8273029395,1764,4
